opencl-nvidia 610.57.04-1
opencore-amr 0.1.6-2.1
openexr 3.4.13-3.1
openh264 2.6.0-2.1
openjpeg2 2.5.4-1.1
openjph 0.31.0-1.1
openssh 10.4p1-3.1
openssl 3.6.3-1.1
openvpn 2.7.5-1.1
opus 1.6.1-1.1
orc 0.4.42-1.1
os-prober 1.84-1.1
ostree 2026.2-1
p11-kit 0.26.4-1.1
pacman 7.1.0.r9.g54d9411-4
pacman-contrib 1.13.1-1.2
pacman-mirrorlist 20260610-1
pacutils 0.15.0-3
pahole 1:1.31-2.1
pam 1.7.2-2.1
pambase 20260616-1
pango 1:1.58.2-1.1
pangomm-2.48 2.56.2-1.1
parallel 20260722-1
parted 3.7-1.1
paru 2.1.0-3
patch 2.8-1.1
pavucontrol 1:6.2-1.1
pciutils 3.15.0-1.1
pcre 8.45-4.1
pcre2 10.47-1.1
pcsclite 2.5.1-1.1
perl 5.42.2-1.1
perl-class-inspector 1.36-10
perl-clone 0.50-1.1
perl-encode-locale 1.05-15
perl-error 0.17030-3
perl-file-listing 6.16-6
perl-file-sharedir 1.118-8
perl-html-parser 3.85-1.1
perl-html-tagset 3.24-4
perl-http-cookiejar 0.014-5
perl-http-cookies 6.12-1
perl-http-daemon 6.17-1
perl-http-date 6.08-1
perl-http-message 7.04-1
perl-http-negotiate 6.01-16
perl-io-html 1.004-8
perl-libwww 6.83-1
perl-lwp-mediatypes 6.04-8
perl-mailtools 2.22-3
perl-mime-base32 1.303-13
perl-net-http 6.24-2
perl-timedate 2.35-1
perl-try-tiny 0.32-4
perl-uri 5.35-1
perl-www-robotrules 6.03-1
perl-xml-parser 2.59-1.1
perl-xml-writer 0.900-6
pinentry 1.3.3-1.1
pipewire 1:1.6.8-1
pipewire-alsa 1:1.6.8-1
pipewire-audio 1:1.6.8-1
pipewire-pulse 1:1.6.8-1
pixman 0.46.4-1.1
pkcs11-helper 1.31.0-1.1
pkgconf 3.0.5-1.1
pkgfile 25-2.1
plasma-activities 6.7.4-1.1
plocate 1.1.24-1.1
plymouth 26.134.222-2.1
polkit 127-3.1
poppler 26.07.0-1.1
poppler-glib 26.07.0-1.1
poppler-qt6 26.07.0-1.1
popt 1.19-2.1
portaudio 1:19.7.0-4.1
power-profiles-daemon 0.30-3
powerline-fonts 2.8.4-4.1
ppp 2.5.3-1.1
procps-ng 4.0.6-3
projectm 3.1.12-5.1
protobuf 35.1-1.1
proton-cachyos-slr 1:11.0.20260703-1
protontricks 1.14.1-1
psmisc 23.7-2.1
pugixml 1.16-1.1
pv 1.11.0-1.1
python 3.14.6-2
python-annotated-types 0.8.0-1
python-autocommand 2.2.2-9
python-beautifulsoup4 4.15.0-1
python-brotli 1.2.0-1.1
python-build 1.4.3-1
python-cairo 1.29.0-2.1
python-cbor2 6.1.4-1.1
python-certifi 2026.07.22-1
python-cffi 2.1.1-1.1
python-charset-normalizer 3.4.7-1.1
python-contourpy 1.3.3-4.1
python-curl-adapter 1.2.1-2
python-curl_cffi 0.15.0-3.1
python-cycler 0.12.1-4
python-dateutil 2.9.0-8
python-dbus 1.4.0-2
python-defusedxml 0.7.1-8
python-distro 1.9.0-4
python-dnspython 1:2.8.0-3
python-evdev 1.9.3-1.1
python-eventlet 0.41.0-1
python-fonttools 4.63.0-1.1
python-gevent 26.7.0-1.1
python-gobject 3.56.3-1
python-greenlet 3.5.1-1.1
python-idna 3.18-1
python-installer 1.0.0-1
python-jaraco.collections 5.1.0-3
python-jaraco.context 6.1.2-1
python-jaraco.functools 4.1.0-3
python-jaraco.text 4.0.0-4
python-jinja 1:3.1.6-3
python-kiwisolver 1.5.0-1.1
python-lxml 6.1.1-1.1
python-markdown-it-py 4.2.0-1
python-markupsafe 3.0.3-1.1
python-matplotlib 3.11.1-1
python-mdurl 0.1.2-9
python-moddb 0.15.0-1
python-more-itertools 11.1.0-1
python-numpy 2.5.1-1.1
python-orjson 3.11.9-1.1
python-packaging 26.2-1
python-pillow 12.3.0-1
python-platformdirs 4.11.0-1
python-psutil 7.2.2-1.1
python-pycparser 3.00-1
python-pycurl 7.47.0-1.1
python-pydantic 2.13.4-1
python-pydantic-core 3:2.46.4-1.1
python-pygments 2.20.0-1
python-pyparsing 3.3.2-1
python-pyproject-hooks 1.2.0-6
python-pyxdg 0.28-7
python-pyzstd 0.19.1-3.1
python-requests 2.34.2-1
python-rich 15.0.0-1
python-setuptools 1:83.0.0-1
python-shtab 1.9.3-1
python-six 1.17.0-3
python-soupsieve 2.9.1-1
python-typing-inspection 0.4.2-2
python-typing_extensions 4.16.0-1
python-urllib3 2.7.0-1
python-vdf 4.0-5
python-wheel 0.47.0-1
python-xlib 0.33-6
python-xxhash 3.8.1-1.1
python-yaml 6.0.3-2.1
python-zope-event 6.2-1
python-zope-interface 8.5-1.1
qca-qt6 2.3.10-7
qhull 2020.2-5.1
qrencode 4.1.1-4.10
qt5-base 5.15.19+kde+r96-1.1
qt5-declarative 5.15.19+kde+r23-1.1
qt5-svg 5.15.19+kde+r5-1.1
qt5-translations 5.15.19-1
qt5-wayland 5.15.19+kde+r55-1.1
qt5-x11extras 5.15.19-1.1
qt6-5compat 6.11.1-1.1
qt6-base 6.11.1-1.1
qt6-declarative 6.11.1-3.1
qt6-multimedia 6.11.1-1.1
qt6-multimedia-ffmpeg 6.11.1-1.1
qt6-shadertools 6.11.1-1.1
qt6-speech 6.11.1-1.1
qt6-svg 6.11.1-1.1
qt6-translations 6.11.1-1
qt6-wayland 6.11.1-1.1
qt6ct 0.11-7.1
qt6pas 6.2.10-4.1
raptor 2.0.16-9.1
rasqal 1:0.9.33-9.1
rate-mirrors 0.30.0-1
rav1e 0.8.1-3.1
re2 2:2025.11.05-5.1
readline 8.3.003-1.1
realtime-privileges 5-1
rebuild-detector 4.4.5-1
redland 1:1.0.17-10.1
reflector 2023-5
ripgrep 15.2.0-1
ripgrep-all 0.10.10-1.1
rpcbind 1.2.9-1.1
rsync 3.4.4-1.1
rtmpdump 1:2.6-2.1
rubberband 4.0.0-2.1
runc 1.5.1-1.1
s-nail 14.9.25-1.1
satty 0.21.1-1.1
sbc 2.2-1.1
scx-manager 1.15.12-1
scx-scheds 1.1.2-1
scx-tools 1.1.2-1.1
sd 1.1.0-1.1
sdbus-cpp 2.3.1-1.1
sddm 0.21.0-8
sdl12-compat 1.2.68-2.1
sdl2-compat 2.32.70-1.1
sdl3 3.4.14-1.1
sdl3_ttf 3.2.2-3.2
sdl_image 1.2.12-9.1
seatd 0.9.3-1.1
sed 4.10-1.1
serd 0.32.10-1.1
sg3_utils 1.48-1.2
shaderc 2026.3-1.1
shadow 4.20.0.arch1-1.1
shared-mime-info 2.5.1-2.1
shelly 3.0.2-1
slang 2.3.3-4.1
slurp 1.5.0-2.1
smartmontools 7.5-1.1
smbclient 2:4.24.5-1.1
snap-pac 3.0.1-3
snapper 0.13.1-2.1
snappy 1.2.2-3.1
sndio 1.10.0-1.4
sof-firmware 2025.12.2-1
solid 6.28.0-1.1
sonnet 6.28.0-1.1
sord 0.16.22-1.1
sound-theme-freedesktop 0.8-6
soundtouch 2.4.1-1.1
source-highlight 3.1.9-18.1
spandsp 0.0.6-7
spdlog 1.17.0-2.1
speex 1.2.1-2.1
speexdsp 1.2.1-2.1
spirv-tools 1:1.4.357.0-1.1
sqlite 3.53.4-1
sratom 0.6.22-1.1
srt 1.5.6-1.1
steam 1.0.0.87-1
steam-devices 1.0.0.87-1
sudo 1.9.17.p2-6.1
svt-av1 4.1.0-2
svt-hevc 1.5.1-4.1
switcheroo-control 3.0-1.1
syndication 6.28.0-1.1
syntax-highlighting 6.28.1-1.1
sysfsutils 2.1.1-2.2
systemd 261.2-1
systemd-libs 261.2-1
systemd-resolvconf 261.2-1
systemd-sysvcompat 261.2-1
taglib 2.3.1-1.1
talloc 2.5.0-1.1
tar 1.35-2.1
tcl 8.6.16-1.1
tdb 1.4.15-1.1
tealdeer 1.8.1-2.1
tesseract 5.5.3-1.1
tesseract-data-afr 2:4.1.0-5
tesseract-data-eng 2:4.1.0-5
tesseract-data-osd 2:4.1.0-5
tevent 1:0.17.2-1.1
texinfo 7.3-1.1
thin-provisioning-tools 1.3.3-1.1
tinysparql 3.11.1-1
tomlplusplus 3.4.0-2.1
tpm2-tss 4.1.3-1.1
tslib 1.24-1.1
ttf-bitstream-vera 1.10-16
ttf-dejavu 2.37+18+g9b5d1b2f-8
ttf-fantasque-nerd 3.5.0-1
ttf-jetbrains-mono 2.304-2
ttf-liberation 2.1.5-2
ttf-meslo-nerd 3.5.0-1
ttf-opensans 3.003-1
twolame 0.4.0-4.1
tzdata 2026c-1.1
udisks2 2.11.1-2.1
ufw 0.36.2-7
ufw-extras 1.3.0-1
umu-launcher 1.4.3-1
unrar 1:7.2.7-1.1
unzip 6.0-23.1
upower 1.91.3-1.1
usb_modeswitch 2.6.2.20251207-1.1
usbutils 019-1.1
util-linux 2.42.2-1.1
util-linux-libs 2.42.2-1.1
uwsm 0.26.6-1
v4l-utils 1.32.0-2.1
valgrind 3.25.1-7.1
vapoursynth 77-2.1
vid.stab 1.1.1-3.1
vim 9.2.0849-1.1
vim-runtime 9.2.0849-1.1
vlc 3.0.23_2-9.1
vlc-cli 3.0.23_2-9.1
vlc-gui-qt 3.0.23_2-9.1
vlc-plugin-a52dec 3.0.23_2-9.1
vlc-plugin-aalib 3.0.23_2-9.1
vlc-plugin-alsa 3.0.23_2-9.1
vlc-plugin-aom 3.0.23_2-9.1
vlc-plugin-archive 3.0.23_2-9.1
vlc-plugin-aribb24 3.0.23_2-9.1
vlc-plugin-aribb25 3.0.23_2-9.1
vlc-plugin-ass 3.0.23_2-9.1
vlc-plugin-avahi 3.0.23_2-9.1
vlc-plugin-bluray 3.0.23_2-9.1
vlc-plugin-caca 3.0.23_2-9.1
vlc-plugin-cddb 3.0.23_2-9.1
vlc-plugin-chromecast 3.0.23_2-9.1
vlc-plugin-dav1d 3.0.23_2-9.1
vlc-plugin-dbus 3.0.23_2-9.1
vlc-plugin-dbus-screensaver 3.0.23_2-9.1
vlc-plugin-dca 3.0.23_2-9.1
vlc-plugin-dvb 3.0.23_2-9.1
vlc-plugin-dvd 3.0.23_2-9.1
vlc-plugin-faad2 3.0.23_2-9.1
vlc-plugin-ffmpeg 3.0.23_2-9.1
vlc-plugin-firewire 3.0.23_2-9.1
vlc-plugin-flac 3.0.23_2-9.1
vlc-plugin-fluidsynth 3.0.23_2-9.1
vlc-plugin-freetype 3.0.23_2-9.1
vlc-plugin-gme 3.0.23_2-9.1
vlc-plugin-gnutls 3.0.23_2-9.1
vlc-plugin-gstreamer 3.0.23_2-9.1
vlc-plugin-inflate 3.0.23_2-9.1
vlc-plugin-jack 3.0.23_2-9.1
vlc-plugin-journal 3.0.23_2-9.1
vlc-plugin-jpeg 3.0.23_2-9.1
vlc-plugin-kate 3.0.23_2-9.1
vlc-plugin-libsecret 3.0.23_2-9.1
vlc-plugin-lirc 3.0.23_2-9.1
vlc-plugin-live555 3.0.23_2-9.1
vlc-plugin-lua 3.0.23_2-9.1
vlc-plugin-mad 3.0.23_2-9.1
vlc-plugin-matroska 3.0.23_2-9.1
vlc-plugin-mdns 3.0.23_2-9.1
vlc-plugin-modplug 3.0.23_2-9.1
vlc-plugin-mpeg2 3.0.23_2-9.1
vlc-plugin-mpg123 3.0.23_2-9.1
vlc-plugin-mtp 3.0.23_2-9.1
vlc-plugin-musepack 3.0.23_2-9.1
vlc-plugin-nfs 3.0.23_2-9.1
vlc-plugin-notify 3.0.23_2-9.1
vlc-plugin-ogg 3.0.23_2-9.1
vlc-plugin-opus 3.0.23_2-9.1
vlc-plugin-png 3.0.23_2-9.1
vlc-plugin-pulse 3.0.23_2-9.1
vlc-plugin-samplerate 3.0.23_2-9.1
vlc-plugin-sdl 3.0.23_2-9.1
vlc-plugin-sftp 3.0.23_2-9.1
vlc-plugin-shout 3.0.23_2-9.1
vlc-plugin-smb 3.0.23_2-9.1
vlc-plugin-soxr 3.0.23_2-9.1
vlc-plugin-speex 3.0.23_2-9.1
vlc-plugin-srt 3.0.23_2-9.1
vlc-plugin-svg 3.0.23_2-9.1
vlc-plugin-tag 3.0.23_2-9.1
vlc-plugin-theora 3.0.23_2-9.1
vlc-plugin-twolame 3.0.23_2-9.1
vlc-plugin-udev 3.0.23_2-9.1
vlc-plugin-upnp 3.0.23_2-9.1
vlc-plugin-vorbis 3.0.23_2-9.1
vlc-plugin-vpx 3.0.23_2-9.1
vlc-plugin-x264 3.0.23_2-9.1
vlc-plugin-x265 3.0.23_2-9.1
vlc-plugin-xml 3.0.23_2-9.1
vlc-plugin-zvbi 3.0.23_2-9.1
vlc-plugins-all 3.0.23_2-9.1
vlc-plugins-base 3.0.23_2-9.1
vlc-plugins-extra 3.0.23_2-9.1
vlc-plugins-video-output 3.0.23_2-9.1
vlc-plugins-visualization 3.0.23_2-9.1
vmaf 3.2.0-1.1
volume_key 0.3.12-12.1
vulkan-icd-loader 1.4.357.0-1.1
vulkan-mesa-implicit-layers 3:26.1.6-1
vulkan-radeon 3:26.1.6-1
vulkan-tools 1.4.357.0-1.1
wayland 1.25.0-1.1
wayland-protocols 1.49-1
webkit2gtk-4.1 2.52.5-2
webrtc-audio-processing-1 1.3-5.1
wf-recorder 0.6.0-1.1
wget 1.25.0-6.1
which 2.25-1.1
wildmidi 0.5.0-1.1
winboat 0.9.0-9
wine 11.14-2.1
wine-cachyos-opt 2:10.0.20260425-1
winetricks 20260125-2
wireless-regdb 2026.05.30-1
wireplumber 0.5.15-1.1
wl-clipboard 1:2.3.0-1.1
wlr-randr 0.5.0-1.1
woff2 1.0.2-6.1
wpa_supplicant 2:2.11-5.1
wqy-zenhei 0.9.45-10
x264 3:0.165.r3222.b35605a-2.1
x265 4.2-2.1
xcb-proto 1.17.0-4
xcb-util 0.4.1-2.2
xcb-util-cursor 0.1.6-1.1
xcb-util-errors 1.0.1-2.1
xcb-util-image 0.4.1-3.1
xcb-util-keysyms 0.4.1-5.1
xcb-util-renderutil 0.3.10-2.1
xcb-util-wm 0.4.2-2.1
xcur2png 0.7.1-9.1
xdg-dbus-proxy 0.1.7-1.1
xdg-desktop-portal 1.22.1-2.1
xdg-desktop-portal-gtk 1.15.3-1.1
xdg-desktop-portal-hyprland 1.4.1-1.1
xdg-user-dirs 0.20-1.1
xdg-utils 1.2.1-2
xf86-input-libinput 1.5.0-1.2
xf86-video-amdgpu 25.0.0-1.1
xfsprogs 7.1.1-1.1
xkeyboard-config 2.48-1
xl2tpd 1.3.20-1.1
xmlsec 1.3.12-1.1
xorg-fonts-encodings 1.1.0-2
xorg-server 21.1.24-1.1
xorg-server-common 21.1.24-1.1
xorg-setxkbmap 1.3.5-1.1
xorg-xauth 1.1.5-1.1
xorg-xhost 1.0.10-1.2
xorg-xkbcomp 1.5.0-1.1
xorg-xprop 1.2.8-1.1
xorg-xrandr 1.5.4-1.1
xorg-xwayland 24.1.13-1.1
xorgproto 2025.1-1
xvidcore 1.3.7-4.1
xxhash 0.8.3-1
xz 5.8.3-1
yyjson 0.12.0-1.1
zbar 0.23.93-7.1
zenity 4.2.2-1.2
zeromq 4.3.5-3.1
zimg 3.0.6-2.1
zint 2.16.0-2.1
zix 0.8.2-1.1
zlib-ng 2.3.3-2
zlib-ng-compat 2.3.3-2
zram-generator 1.2.1-1.1
zsh 5.9.2-1.1
zsh-autosuggestions 0.7.1-1
zsh-completions 0.36.0-1
zsh-history-substring-search 1.1.0-2
zsh-syntax-highlighting 0.8.0-2
zsh-theme-powerlevel10k 1:1.20.17-1
zstd 1.5.7-2
zvbi 0.2.44-1.1
zxing-cpp 3.1.1-1.1
